9.96,27.16,6.82,1.48
9.76,27.56,6.68,1.50
9.74,27.88,6.64,1.48
9.65,28.28,6.69,1.48
9.58,28.80,6.71,1.47
9.77,29.53,6.66,1.37
10.10,30.03,6.68,1.20
10.17,29.88,6.84,1.30
10.04,29.26,6.97,1.38
9.73,28.86,6.94,1.38
9.10,29.69,6.78,1.33
8.26,30.38,6.56,1.29
7.66,31.04,6.39,1.30
7.31,31.62,6.34,1.33
7.00,31.93,6.34,1.35
6.81,32.19,6.34,1.33
6.78,32.28,6.34,1.30
6.93,32.35,6.30,1.26
7.39,32.49,6.28,1.22
8.35,32.29,6.41,1.18
9.64,31.16,6.71,1.18
10.62,29.19,7.01,1.23
11.25,27.35,7.10,1.31
11.50,26.18,7.07,1.40
11.29,25.72,6.94,1.49
10.90,25.74,6.69,1.53
10.61,26.27,6.48,1.54
10.67,26.62,6.35,1.56
11.17,26.89,6.39,1.60
11.31,26.52,6.37,1.68
11.19,25.51,6.23,1.84
11.19,25.30,6.27,1.93
11.51,25.55,6.43,1.96
11.67,25.24,6.56,2.01
11.57,24.66,6.58,2.07
11.34,24.62,6.64,2.11
11.26,24.44,6.44,2.01
11.56,24.83,6.15,1.92
11.88,25.28,6.06,1.82
12.13,24.77,6.21,1.74
11.89,23.60,6.96,1.72
11.26,22.82,8.07,1.78
10.62,21.14,9.46,1.97
10.16,20.20,10.33,2.14
9.84,19.63,11.02,2.22
9.65,19.36,11.69,2.29
9.54,18.69,12.41,2.42
9.44,17.33,13.31,2.54
9.50,16.07,14.21,2.59
9.59,14.84,15.31,2.59
9.74,13.30,16.73,2.48
9.78,11.47,18.93,2.39
9.56,9.44,21.04,2.44
9.35,8.12,21.91,2.57
9.26,7.43,22.19,2.68
9.30,7.17,22.04,2.91
9.29,7.40,21.55,3.62
9.25,7.40,21.09,4.41
9.17,7.50,20.58,5.02
9.04,7.73,20.25,5.55
8.84,8.14,19.91,5.99
8.66,8.61,19.60,6.40
8.64,8.98,19.24,6.81
8.84,9.19,18.95,7.97
9.02,9.23,18.50,8.80
9.22,9.19,17.59,9.61
9.48,9.15,16.69,10.16
9.61,9.34,16.29,10.58
9.63,9.73,16.18,10.80
9.76,9.88,16.01,10.95
9.93,9.77,15.31,11.44
10.16,9.80,14.43,12.01
10.48,9.85,13.59,12.57
10.63,9.78,12.50,13.44
10.59,9.85,11.77,14.19
10.50,9.91,11.98,14.01
10.49,10.20,12.64,13.33
10.47,10.37,13.12,12.81
10.40,10.36,13.19,12.64
10.37,10.43,13.23,12.65
10.41,10.49,13.36,12.61
10.41,10.48,13.44,12.53
