1.00,1.00,12.52,1.00
1.00,1.00,12.54,1.00
1.00,1.00,11.91,1.00
1.00,1.00,11.41,1.00
1.00,1.00,11.35,1.00
1.00,1.00,11.44,1.00
1.19,1.00,11.81,1.00
1.55,1.00,13.74,1.00
1.25,1.00,13.89,1.00
1.00,1.00,10.18,1.00
1.00,1.00,7.89,2.20
1.00,1.00,3.59,7.59
1.00,1.00,1.00,13.94
1.00,1.00,1.38,13.32
2.21,1.00,6.23,6.99
1.40,1.00,14.41,1.00
1.00,1.00,26.92,1.00
1.00,1.00,20.18,1.00
1.00,1.00,3.99,9.19
1.00,1.00,1.00,15.33
1.00,1.00,1.00,13.57
1.00,1.00,5.56,7.89
1.00,1.00,10.16,1.15
1.00,2.27,13.13,1.00
1.00,6.14,15.29,1.00
1.00,5.14,16.32,1.00
1.00,3.04,14.52,1.00
1.00,1.00,12.86,1.00
1.00,1.00,13.05,1.00
1.00,1.00,11.86,1.00
1.00,1.00,7.18,6.80
1.00,1.00,4.23,12.12
1.00,1.00,14.10,1.00
1.00,1.00,22.50,1.00
1.00,1.00,13.30,1.00
1.00,1.00,3.89,8.83
1.00,1.00,4.04,11.15
1.00,1.00,7.44,3.07
1.00,1.37,19.45,1.00
1.00,2.69,25.16,1.00
1.00,4.46,23.99,1.00
1.00,4.98,18.21,1.00
1.00,4.45,15.54,1.00
1.00,4.02,14.33,1.00
1.00,3.68,13.36,1.00
1.00,3.57,12.56,1.00
1.00,3.21,10.68,1.00
1.00,2.30,8.84,2.10
1.00,1.81,7.26,4.33
1.00,1.67,3.52,7.81
1.00,1.95,2.93,9.28
1.00,2.17,3.63,8.65
1.00,2.39,4.43,7.51
1.00,2.66,4.73,7.03
1.00,3.11,4.88,6.58
1.00,3.03,4.76,6.61
1.00,3.17,5.18,5.77
1.00,3.43,6.25,4.64
1.00,2.76,7.53,3.78
1.00,1.40,8.70,3.14
1.00,1.00,9.87,1.92
1.00,1.00,10.59,1.69
